elapsed_s,connected,reconnects,last_frame_age_s,capture_fps,detection_fps,degraded,workers,det_frames,det_exceptions,det_avg_latency,rec_identified,rec_exceptions
3109.0,True,0,0.051,15.04,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25735,0,0.043,0,0
3131.1,True,0,0.084,15.16,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25915,0,0.0476,0,0
3153.1,True,0,12.578,14.9,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25992,0,0.0465,0,0
3175.1,True,0,4.575,0.91,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25993,0,0.0466,0,0
3197.2,True,0,26.628,0.91,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25993,0,0.0466,0,0
3219.2,True,0,18.575,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3241.3,False,0,40.614,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3263.3,False,0,62.663,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3285.4,False,0,84.723,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3307.4,False,0,106.777,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3329.5,False,0,128.815,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3351.5,False,0,150.867,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3373.5,False,0,172.899,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3395.6,False,0,194.944,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3417.6,False,0,217.002,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3439.7,False,0,239.035,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3461.7,False,0,261.071,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3483.8,False,0,283.098,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3505.8,False,0,305.155,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3527.8,False,0,327.177,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3549.9,False,0,349.214,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3571.9,False,0,371.252,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
3593.9,False,0,393.284,0.47,12.0,False,"{""capture"": ""running"", ""detector"": ""running"", ""streaming"": ""running"", ""recording"": ""running"", ""recognition"": ""running""}",25994,0,0.0467,0,0
